Id,CreationTime,CreationTimeUTC,RecordType,Operation,OrganizationId,UserType,UserKey,Workload,UserId,ClientIP,UserAgent,Activity,ItemName,WorkSpaceName,DashboardName,DatasetName,ReportName,WorkspaceId,ObjectId,DashboardId,DatasetId,ReportId,OrgAppPermission,CapacityId,CapacityName,AppName,IsSuccess,ReportType,RequestId,ActivityId,AppReportId,DistributionMethod,ConsumptionMethod,RetrieveDate,createdDate_month,createdDate_year,createdDate_day
4643fead-cfbd-4685-90fc-7d1eb71d30f6,2022-08-05 06:09:04+00:00,,20,GenerateCustomVisualAADAccessToken,efe042fe-c4cf-4e6b-a8d4-23234c69c5ec,0,10033FFF935FA5CE,PowerBI,aross@example.com,86.159.247.102,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36 Edg/103.0.1264.77",GenerateCustomVisualAADAccessToken,,oskeqquntf,,,bevnngwosz,,,,,,,,,,True,,b3b62817-96ab-71c3-75e2-a96042454d24,e64df490-ed83-4729-850b-f5c6aabb4621,,,,05/08/2022 10:36:43,8,2022,5
ab0f2367-2266-484e-b2d5-592de8666b2f,2022-08-05 07:47:44+00:00,,20,GenerateCustomVisualAADAccessToken,efe042fe-c4cf-4e6b-a8d4-23234c69c5ec,0,10033FFF935FA5CE,PowerBI,aross@example.com,86.159.247.102,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36 Edg/103.0.1264.77",GenerateCustomVisualAADAccessToken,,oskeqquntf,,,bevnngwosz,,,,,,,,,,True,,1ef6d53c-f2bb-ef22-f98c-b278ee733be4,e64df490-ed83-4729-850b-f5c6aabb4621,,,,05/08/2022 10:36:43,8,2022,5
8d7b0f69-43b4-4b40-8e4c-c11e1110337c,2022-08-05 07:21:41+00:00,,20,GenerateCustomVisualAADAccessToken,efe042fe-c4cf-4e6b-a8d4-23234c69c5ec,0,10032000F0E5F9E9,PowerBI,nichollshazel@example.com,90.253.65.128,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",GenerateCustomVisualAADAccessToken,,oskeqquntf,,,bevnngwosz,,,,,,,,,,True,,a3e5de2c-f0cc-cb36-450e-ad189f13ba35,2d396ae4-f598-435e-8311-12caff20970b,,,,05/08/2022 10:36:43,8,2022,5
b9006e55-09b4-4cc0-8cbf-e35ad2d9ccfa,2022-08-05 08:29:47+00:00,,20,GenerateCustomVisualAADAccessToken,efe042fe-c4cf-4e6b-a8d4-23234c69c5ec,0,10032001D4736D37,PowerBI,khurst@example.org,165.225.80.247,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36 Edg/103.0.1264.77",GenerateCustomVisualAADAccessToken,,oskeqquntf,,,bevnngwosz,,,,,,,,,,True,,21ec7182-6928-098c-02e9-f06b8fbea652,16bb58f3-70d9-4684-bcdb-83f850df7046,,,,05/08/2022 10:36:43,8,2022,5
3f84cc89-105c-4d8a-8db1-3831cd1fd164,2022-08-05 08:41:30+00:00,,20,GenerateCustomVisualAADAccessToken,efe042fe-c4cf-4e6b-a8d4-23234c69c5ec,0,10032000F0E5F9E9,PowerBI,nichollshazel@example.com,90.253.65.128,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",GenerateCustomVisualAADAccessToken,,oskeqquntf,,,bevnngwosz,,,,,,,,,,True,,2560459f-c153-1171-6ea8-9f8a2c762b7c,2d396ae4-f598-435e-8311-12caff20970b,,,,05/08/2022 10:36:43,8,2022,5
0ae6006d-5607-44e8-87e7-748e58bab1f1,2022-08-05 08:45:49+00:00,,20,GetSnapshots,efe042fe-c4cf-4e6b-a8d4-23234c69c5ec,0,10033FFF8CD62C18,PowerBI,hallkatherine@example.net,51.186.21.244,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Teams/1.5.00.17656 Chrome/85.0.4183.121 Electron/10.4.7 Safari/537.36",GetSnapshots,,oskeqquntf,,,bevnngwosz,,,,,,,,,,True,,06f3729f-f3f4-4cc8-c521-2db5bf1be681,071e996d-64ca-4ed1-9862-cf5e861a6a61,,,,05/08/2022 10:36:43,8,2022,5
b775d481-5097-4d89-b6dd-2fae69cf3b76,2022-08-05 08:45:17+00:00,,20,GetSnapshots,efe042fe-c4cf-4e6b-a8d4-23234c69c5ec,0,10033FFF8CD62C18,PowerBI,hallkatherine@example.net,51.186.21.244,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Teams/1.5.00.17656 Chrome/85.0.4183.121 Electron/10.4.7 Safari/537.36",GetSnapshots,,oskeqquntf,,,bevnngwosz,,,,,,,,,,True,,2439b729-c6fd-ab83-f7b4-a4ccb6110b84,071e996d-64ca-4ed1-9862-cf5e861a6a61,,,,05/08/2022 10:36:43,8,2022,5
a1bb3534-e587-48b3-b83f-c64512619aa1,2022-08-05 08:40:12+00:00,,20,GetSnapshots,efe042fe-c4cf-4e6b-a8d4-23234c69c5ec,0,100320020E624603,PowerBI,fmanning@example.com,165.225.80.211,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36 Edg/103.0.1264.77",GetSnapshots,,oskeqquntf,,,bevnngwosz,,,,,,,,,,True,,62e549f0-a104-fd16-665e-e34dfffe4aeb,aa3d7b52-a034-4692-86e3-d8a0f4d8dba7,,,,05/08/2022 10:36:43,8,2022,5
fa1ee0ea-259f-454f-9279-832fae03cfd1,2022-08-05 09:29:31+00:00,,20,ViewDataflow,efe042fe-c4cf-4e6b-a8d4-23234c69c5ec,0,100320004EDB3D5B,PowerBI,vcollier@example.com,86.136.246.250,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",ViewDataflow,NTS,unvuwjhyea,,,bevnngwosz,509629f0-3683-4a58-a9e0-48ba166c3f2b,NTS,,,,,,,,True,,b5cfdf52-62d6-bfe6-96c7-79a51ca2e525,24532aeb-7bae-4168-9e29-bd23c9275902,,,,05/08/2022 10:36:43,8,2022,5
f8ef0aad-3f91-4cec-9aea-bca0812b7604,2022-08-05 09:29:36+00:00,,20,ViewDataflow,efe042fe-c4cf-4e6b-a8d4-23234c69c5ec,0,100320004EDB3D5B,PowerBI,vcollier@example.com,86.136.246.250,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",ViewDataflow,NTS,unvuwjhyea,,,bevnngwosz,509629f0-3683-4a58-a9e0-48ba166c3f2b,NTS,,,,,,,,True,,e685c20a-76ba-6d81-95f3-529563eac8d2,24532aeb-7bae-4168-9e29-bd23c9275902,,,,05/08/2022 10:36:43,8,2022,5
25247e73-e7a5-4f75-a57b-91d6f5be1421,2022-08-05 09:29:36+00:00,,20,GenerateCustomVisualAADAccessToken,efe042fe-c4cf-4e6b-a8d4-23234c69c5ec,0,100320004EDB3D5B,PowerBI,vcollier@example.com,86.136.246.250,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",GenerateCustomVisualAADAccessToken,,oskeqquntf,,,bevnngwosz,,,,,,,,,,True,,2e488460-9512-25b4-3506-9543bccdaab7,24532aeb-7bae-4168-9e29-bd23c9275902,,,,05/08/2022 10:36:43,8,2022,5
ac3f5a5c-5a86-4b7a-bdeb-11e30708e413,2022-08-05 09:29:08+00:00,,20,GenerateCustomVisualAADAccessToken,efe042fe-c4cf-4e6b-a8d4-23234c69c5ec,0,10033FFF935FA5CE,PowerBI,aross@example.com,86.159.247.102,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36 Edg/103.0.1264.77",GenerateCustomVisualAADAccessToken,,oskeqquntf,,,bevnngwosz,,,,,,,,,,True,,a245ec2e-dcad-a6c2-4ebe-537e4fbf8b6c,e64df490-ed83-4729-850b-f5c6aabb4621,,,,05/08/2022 10:36:43,8,2022,5
40267a6a-7656-437d-8f02-e987c5cad070,2022-08-05 09:29:10+00:00,,20,GetSnapshots,efe042fe-c4cf-4e6b-a8d4-23234c69c5ec,0,100320004EDB3D5B,PowerBI,vcollier@example.com,86.136.246.250,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",GetSnapshots,,oskeqquntf,,,bevnngwosz,,,,,,,,,,True,,46055775-4a30-fd84-9973-d71a68c3ffc2,24532aeb-7bae-4168-9e29-bd23c9275902,,,,05/08/2022 10:36:43,8,2022,5
d0205ca4-d1b3-4e55-8b56-69fa55eef03f,2022-07-07 08:27:07+00:00,,20,GetSnapshots,efe042fe-c4cf-4e6b-a8d4-23234c69c5ec,0,100320013FA056C9,PowerBI,mccarthyjeffrey@example.com,213.205.192.230,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",GetSnapshots,,nfaxicxorw,,,utmkxfsqeb,,,,,,,,,,True,,13dc2d78-be89-ee6d-3d2d-871db6f34707,caebdf94-5b6b-4700-a82f-478c05fe6028,,,,07/07/2022 10:45:59,7,2022,7
9fe44464-0e9f-42c0-8855-0369c55a446c,2022-07-07 09:35:31+00:00,,20,GetSnapshots,efe042fe-c4cf-4e6b-a8d4-23234c69c5ec,0,1003200128E914B5,PowerBI,jonathan71@example.com,195.59.29.234,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",GetSnapshots,,nfaxicxorw,,,utmkxfsqeb,,,,,,,,,,True,,5acae24c-83a5-131b-5d62-786dc4085197,0a179618-cdb6-41ea-87c6-1186c0448edd,,,,07/07/2022 10:45:59,7,2022,7
42efd87d-3027-4540-b970-85e93f079b1c,2022-07-07 11:15:54+00:00,,20,GetSnapshots,efe042fe-c4cf-4e6b-a8d4-23234c69c5ec,0,10032001DDE531E0,PowerBI,nbrookes@example.com,195.59.2.26,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.66 Safari/537.36 Edg/103.0.1264.44",GetSnapshots,,nfaxicxorw,,,utmkxfsqeb,,,,,,,,,,True,,944cac82-34fd-6eb6-69d6-f12259dace59,f14ca555-7246-4bc8-91d9-d533ce9f04eb,,,,07/07/2022 10:45:59,7,2022,7
2c9b5fd0-52ee-4521-a6c0-3f55f5cb1d0d,2022-07-07 12:09:23+00:00,,20,RefreshDataset,efe042fe-c4cf-4e6b-a8d4-23234c69c5ec,0,SPList-43c98ee0-a322-47ef-b059-c55b008ad9de,PowerBI,eadams@example.net,,,RefreshDataset,SA Milestone Tracker,layybyytec,,SA Milestone Tracker,utmkxfsqeb,0cf33535-1544-4829-9fda-a4055e0fbb30,SA Milestone Tracker,,380079ac-9d1c-4fea-aca5-81b89d2e0056,,,,,,True,,fcc8eeb2-9307-27bd-c1cf-b28cce34d974,abbca7ba-8c5c-a012-c547-a17bff4717b0,,,,07/07/2022 10:45:59,7,2022,7
575f138e-c21b-42e1-94e6-0ea3009f0f48,2022-07-07 13:08:34+00:00,,20,GetSnapshots,efe042fe-c4cf-4e6b-a8d4-23234c69c5ec,0,10032001682A18A2,PowerBI,hughesashley@example.org,165.225.80.229,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",GetSnapshots,,nfaxicxorw,,,utmkxfsqeb,,,,,,,,,,True,,17b1a22e-f557-8091-8a6a-1042b6c7b7d0,cd47a8e5-3181-4653-bc9b-9fe256db5889,,,,07/07/2022 10:45:59,7,2022,7
7829fee6-ddc0-470b-8796-9ebe72cf3949,2022-07-07 13:57:15+00:00,,20,GetSnapshots,efe042fe-c4cf-4e6b-a8d4-23234c69c5ec,0,100320013FA056C9,PowerBI,mccarthyjeffrey@example.com,147.161.166.98,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",GetSnapshots,,nfaxicxorw,,,utmkxfsqeb,,,,,,,,,,True,,2439e403-513e-20e9-7d4e-08cde9650169,caebdf94-5b6b-4700-a82f-478c05fe6028,,,,07/07/2022 10:45:59,7,2022,7
9280c1e2-dcf2-438a-85b4-c4713e8010b9,2022-07-07 13:08:52+00:00,,20,CreateDataset,efe042fe-c4cf-4e6b-a8d4-23234c69c5ec,0,SPList-4d7d62e6-b773-4df4-94c2-3ccea10459c6,PowerBI,martynturner@example.com,,,CreateDataset,Assurance Activity Tracking,rvmzpfdaqf,,Assurance Activity Tracking,utmkxfsqeb,7778573d-3d29-4d15-8fc2-0e538031b057,Assurance Activity Tracking,,e8d74a1a-ad67-414c-9833-a81dd06e2211,,,,,,True,,b8285efe-fc90-872d-4214-c8e626f54641,cd47a8e5-3181-4653-bc9b-9fe256db5889,,,,07/07/2022 10:45:59,7,2022,7
e4136915-7357-4aae-9e42-556995a2458f,2022-07-07 13:45:06+00:00,,20,GetSnapshots,efe042fe-c4cf-4e6b-a8d4-23234c69c5ec,0,10033FFFA27D9B97,PowerBI,claireholland@example.net,165.225.80.201,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",GetSnapshots,,nfaxicxorw,,,utmkxfsqeb,,,,,,,,,,True,,cbbd143c-d9e3-c65b-5da4-4fec98376a1c,280ab18a-80ac-4582-94b9-3af85ae987e4,,,,07/07/2022 10:45:59,7,2022,7
bad64987-db50-45f1-b0e5-440573566016,2022-07-07 14:54:06+00:00,,20,GetSnapshots,efe042fe-c4cf-4e6b-a8d4-23234c69c5ec,0,10032001682A18A2,PowerBI,hughesashley@example.org,165.225.80.229,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",GetSnapshots,,nfaxicxorw,,,utmkxfsqeb,,,,,,,,,,True,,3b7a1144-c7b1-7935-b9df-0c9448fecd82,cd47a8e5-3181-4653-bc9b-9fe256db5889,,,,07/07/2022 10:45:59,7,2022,7
9a05c7f3-096b-44f1-aff5-c9e3784c35dc,2022-07-07 15:11:02+00:00,,20,GetGatewayClusters,efe042fe-c4cf-4e6b-a8d4-23234c69c5ec,0,10032001E4A885D8,PowerBI,tfletcher@example.org,31.54.253.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.124 Safari/537.36 Edg/102.0.1245.41",GetGatewayClusters,,nfaxicxorw,,,utmkxfsqeb,,,,,,,,,,True,,10996346-7717-4ea6-9f35-53f105802636,f3cb830a-d688-4d88-a0cb-69c7540fc081,,,,07/07/2022 10:45:59,7,2022,7
2ba872e7-a0c9-4cf4-bca7-ac1b99efa49b,2022-07-07 15:11:02+00:00,,20,GetAllGatewayClusterDatasources,efe042fe-c4cf-4e6b-a8d4-23234c69c5ec,0,10032001E4A885D8,PowerBI,tfletcher@example.org,31.54.253.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.124 Safari/537.36 Edg/102.0.1245.41",GetAllGatewayClusterDatasources,,nfaxicxorw,,,utmkxfsqeb,,,,,,,,,,True,,2d26ada5-a7ea-4a71-8c44-43a3a2b0b6e8,f3cb830a-d688-4d88-a0cb-69c7540fc081,,,,07/07/2022 10:45:59,7,2022,7
af81ccc4-4e5c-416b-83c8-84bdeeb863da,2022-07-07 15:03:45+00:00,,20,GetSnapshots,efe042fe-c4cf-4e6b-a8d4-23234c69c5ec,0,10032001FA0909B1,PowerBI,lawrencejay@example.com,195.59.179.162,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",GetSnapshots,,nfaxicxorw,,,utmkxfsqeb,,,,,,,,,,True,,bee82770-2f2f-2044-be2d-1ba2b5ec4931,22268276-c90e-43c0-95ea-a31db7de9954,,,,07/07/2022 10:45:59,7,2022,7
ce771b04-8f72-415d-b266-dbba4f83f4ed,2022-07-07 15:11:02+00:00,,20,GetGatewayRegions,efe042fe-c4cf-4e6b-a8d4-23234c69c5ec,0,10032001E4A885D8,PowerBI,tfletcher@example.org,31.54.253.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.124 Safari/537.36 Edg/102.0.1245.41",GetGatewayRegions,,nfaxicxorw,,,utmkxfsqeb,,,,,,,,,,True,,6c086da6-227e-46e5-91a5-a0ef6df9cbbe,f3cb830a-d688-4d88-a0cb-69c7540fc081,,,,07/07/2022 10:45:59,7,2022,7
449a7acc-67e7-4ace-aa5c-49575b5c9879,2022-07-07 15:16:34+00:00,,20,GetSnapshots,efe042fe-c4cf-4e6b-a8d4-23234c69c5ec,0,10032000FAA7AC45,PowerBI,marian35@example.com,82.129.77.118,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",GetSnapshots,,nfaxicxorw,,,utmkxfsqeb,,,,,,,,,,True,,d911a025-42e3-b9bd-818d-b001ae391f9e,02f1829e-9b86-4351-aede-d7ed1231721f,,,,07/07/2022 10:45:59,7,2022,7
6ba726ca-d61c-449b-a01a-565ccaff578e,2022-07-07 15:00:47+00:00,,20,GetSnapshots,efe042fe-c4cf-4e6b-a8d4-23234c69c5ec,0,10032000D30A0CE2,PowerBI,shepherdglenn@example.org,165.225.80.201,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",GetSnapshots,,nfaxicxorw,,,utmkxfsqeb,,,,,,,,,,True,,24a4f8ac-6041-c422-171c-c8d3ea111363,d5ccb6bc-d150-4dba-a399-d5f765b5be66,,,,07/07/2022 10:45:59,7,2022,7
d9f02f49-70c8-459e-91c3-1674fd55cc25,2022-07-07 16:02:16+00:00,,20,GetSnapshots,efe042fe-c4cf-4e6b-a8d4-23234c69c5ec,0,10032001682A18A2,PowerBI,hughesashley@example.org,165.225.80.229,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",GetSnapshots,,nfaxicxorw,,,utmkxfsqeb,,,,,,,,,,True,,9bfdc8b2-730c-909d-8c15-100da39a7759,cd47a8e5-3181-4653-bc9b-9fe256db5889,,,,07/07/2022 10:45:59,7,2022,7
8ba61754-d1e9-49e7-b0d4-96ddc86eca54,2022-07-07 16:54:42+00:00,,20,GetSnapshots,efe042fe-c4cf-4e6b-a8d4-23234c69c5ec,0,10032001682A18A2,PowerBI,hughesashley@example.org,165.225.80.229,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",GetSnapshots,,nfaxicxorw,,,utmkxfsqeb,,,,,,,,,,True,,169da302-f23f-14fb-c60a-baa9a9939eac,cd47a8e5-3181-4653-bc9b-9fe256db5889,,,,07/07/2022 10:45:59,7,2022,7
1d111fbd-8e31-47a5-a869-f9b8072a57b2,2022-07-26 05:00:20+00:00,,20,GetSnapshots,efe042fe-c4cf-4e6b-a8d4-23234c69c5ec,0,10032001A2220ACB,PowerBI,lglover@example.org,94.8.100.18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",GetSnapshots,,bkslhhxmca,,,mkorhcpnxo,,,,,,,,,,True,,106d2266-06ed-7a92-fd4d-1f36e399a61d,db4601a9-d899-4881-afa6-7d16a0dd05da,,,,26/07/2022 10:45:59,7,2022,26
