UserId,UserKey,WorkSpaceName,WorkspaceId,ReportName,ReportId,Activity,count,min,max,lengthOfDays_withActivity,lengthOfDays_since_lastActive,lengthOfDays_since_firstRecord,frequency,%_time_inactiveFor
aaronhall@example.org,10032001FB6D92DD,pkvkgejigy,1325714e-f133-46a9-a8ae-17fe4fec9ec4,lampchwisv,086b2d9a-d3d3-4abc-bf99-16295da8277e,ViewReport,3,2022-09-06 13:06:16+00:00,2022-09-06 18:28:13+00:00,1.0,99.0,99.0,1067.11,98.99
aaronhudson@example.org,10033FFF95BB9C18,aqyvrewmqz,c879e9b4-9ed9-4787-b7ab-f9d26039ab1f,opgwpipict,94dced22-69f4-4198-ba02-58ee681580b1,ViewReport,1,2022-09-05 10:22:55+00:00,2022-09-05 10:22:55+00:00,1.0,100.0,100.0,9801.0,99.0
abbie31@example.net,10037FFE93D2C2FD,juygpgznkv,8dbdee7a-fb8d-4ae7-9a55-061239bd3e1e,amiewznbjs,80a6e600-3c25-4dfa-aa07-e2c33c063b6a,ViewReport,1,2022-08-04 10:36:41+00:00,2022-08-04 10:36:41+00:00,1.0,132.0,132.0,17161.0,99.242
abbie32@example.com,100300009DA1A9D6,gneaepkaan,dda3c327-5bc3-4661-aaf6-13fb13a18ca3,wilzqzppwj,3dd1c878-3568-41b1-ba23-310f3a0fe445,ViewReport,1,2022-07-08 12:29:04+00:00,2022-07-08 12:29:04+00:00,1.0,159.0,159.0,24964.0,99.371
abbie57@example.net,SPList-1e58c66f-64dc-42f1-b4a9-68d3895f3eb7,vcwzrvmxku,f5fbbd60-f891-4b64-b0fb-dfa73bf86614,mlnkmtrjhm,106da51e-3a80-4ea8-b43f-c7b592a6d094,ViewReport,3,2022-07-25 14:42:15+00:00,2022-07-25 16:38:09+00:00,1.0,142.0,142.0,2209.0,99.296
abbie62@example.com,10032000FB3DAE75,nhvzvjqhxt,8dbdee7a-fb8d-4ae7-9a55-061239bd3e1e,edicfdylkg,7160b47f-4076-4a19-99df-8d992d30e693,ExportReport,10,2022-08-26 11:41:16+00:00,2022-08-26 15:37:06+00:00,1.0,110.0,110.0,118.81,99.091
abbie62@example.com,10032000FB3DAE75,nhvzvjqhxt,8dbdee7a-fb8d-4ae7-9a55-061239bd3e1e,edicfdylkg,7160b47f-4076-4a19-99df-8d992d30e693,ViewReport,4,2022-08-26 09:15:28+00:00,2022-08-26 15:59:30+00:00,1.0,110.0,110.0,742.56,99.091
abbie62@example.com,10032000FB3DAE75,nhvzvjqhxt,8dbdee7a-fb8d-4ae7-9a55-061239bd3e1e,fxsjbbvwmw,6913324a-541a-4c8a-9a65-2f79e2f00ce8,ViewReport,1,2022-08-26 06:54:22+00:00,2022-08-26 06:54:22+00:00,1.0,110.0,110.0,11881.0,99.091
abbie62@example.com,10032000FB3DAE75,nhvzvjqhxt,8dbdee7a-fb8d-4ae7-9a55-061239bd3e1e,zfwxeazmbl,80a6e600-3c25-4dfa-aa07-e2c33c063b6a,ExportReport,6,2022-08-26 06:42:01+00:00,2022-08-26 15:50:57+00:00,1.0,110.0,110.0,330.03,99.091
abbie62@example.com,10032000FB3DAE75,nhvzvjqhxt,8dbdee7a-fb8d-4ae7-9a55-061239bd3e1e,zfwxeazmbl,80a6e600-3c25-4dfa-aa07-e2c33c063b6a,ViewReport,4,2022-08-26 06:39:39+00:00,2022-08-26 15:28:55+00:00,1.0,110.0,110.0,742.56,99.091
abbie62@example.com,10032000FB3DAE75,nhvzvjqhxt,8dbdee7a-fb8d-4ae7-9a55-061239bd3e1e,zoqbdjiwok,521f9fe6-7b69-4cf8-8fca-5e9da93d83e7,ViewReport,1,2022-08-26 06:54:23+00:00,2022-08-26 06:54:23+00:00,1.0,110.0,110.0,11881.0,99.091
abbiebaker@example.net,10037FFEA74F090B,tphybdmowi,17ccc217-d26d-49b5-a6af-33c3e04bc9ea,atbsrkbnfq,99c30011-24e3-4e86-878f-5fa0c3749eb5,ViewReport,1,2022-08-01 09:43:09+00:00,2022-08-01 09:43:09+00:00,1.0,135.0,135.0,17956.0,99.259
abbielawrence@example.org,100300009BED9267,aeloozgbzw,1325714e-f133-46a9-a8ae-17fe4fec9ec4,asgqozebnb,086b2d9a-d3d3-4abc-bf99-16295da8277e,ExportReport,2,2022-07-22 11:31:53+00:00,2022-07-22 12:23:08+00:00,1.0,145.0,145.0,5184.0,99.31
abbielawrence@example.org,100300009BED9267,aeloozgbzw,1325714e-f133-46a9-a8ae-17fe4fec9ec4,asgqozebnb,086b2d9a-d3d3-4abc-bf99-16295da8277e,ViewReport,4,2022-07-22 11:25:18+00:00,2022-07-22 12:22:05+00:00,1.0,145.0,145.0,1296.0,99.31
abbielawrence@example.org,100300009BED9267,plelueyiqm,8dbdee7a-fb8d-4ae7-9a55-061239bd3e1e,ivybgmhvks,80a6e600-3c25-4dfa-aa07-e2c33c063b6a,ViewReport,2,2022-07-22 08:28:36+00:00,2022-07-22 09:52:02+00:00,1.0,145.0,145.0,5184.0,99.31
abdul12@example.com,10032001EF6AFF8E,svhrcydtmt,1d52f7ba-d158-4ef6-abe2-bd6d746ed6c8,daeoycukok,0b1a955e-602d-4b0e-8e17-6893223d5bf5,ViewReport,7,2022-08-12 09:16:14+00:00,2022-08-12 10:10:19+00:00,1.0,124.0,124.0,308.76,99.194
abdul13@example.net,10033FFF9815FA2A,yopkuclqff,909048cf-c14e-4663-9d62-7fefd941635b,dybbvgsafh,94220361-ba74-437d-8840-0003a5e34010,ViewReport,1,2022-07-26 12:21:42+00:00,2022-07-26 12:21:42+00:00,1.0,141.0,141.0,19600.0,99.291
abell@example.net,1003200074141510,rqgxvsabrw,8dbdee7a-fb8d-4ae7-9a55-061239bd3e1e,ksufzwzwbp,80a6e600-3c25-4dfa-aa07-e2c33c063b6a,ExportReport,1,2022-09-08 12:19:38+00:00,2022-09-08 12:19:38+00:00,1.0,97.0,97.0,9216.0,98.969
abell@example.net,1003200074141510,rqgxvsabrw,8dbdee7a-fb8d-4ae7-9a55-061239bd3e1e,ksufzwzwbp,80a6e600-3c25-4dfa-aa07-e2c33c063b6a,ViewReport,2,2022-09-08 12:18:17+00:00,2022-09-08 14:26:21+00:00,1.0,97.0,97.0,2304.0,98.969
abell@example.org,10037FFEAC72F1B8,edcrwxgjbd,4721e86e-0134-4af4-96fb-1d35c96ef1ed,getbveqjhi,e8389680-dfeb-4508-9542-2ad45564fbd7,ViewReport,1,2022-08-23 08:28:45+00:00,2022-08-23 08:28:45+00:00,1.0,113.0,113.0,12544.0,99.115
abell@example.org,10037FFEAC72F1B8,ieaevvfgbg,8dbdee7a-fb8d-4ae7-9a55-061239bd3e1e,kexvhyiqix,80a6e600-3c25-4dfa-aa07-e2c33c063b6a,ExportReport,1,2022-08-23 08:06:57+00:00,2022-08-23 08:06:57+00:00,1.0,113.0,113.0,12544.0,99.115
abell@example.org,10037FFEAC72F1B8,ieaevvfgbg,8dbdee7a-fb8d-4ae7-9a55-061239bd3e1e,kexvhyiqix,80a6e600-3c25-4dfa-aa07-e2c33c063b6a,ViewReport,4,2022-08-23 07:26:06+00:00,2022-08-23 15:30:49+00:00,1.0,113.0,113.0,784.0,99.115
abigail18@example.org,10030000ACC0315A,plelueyiqm,8dbdee7a-fb8d-4ae7-9a55-061239bd3e1e,coppucfmkm,d20ab81e-503c-41d3-8302-50fe8be93917,ViewReport,1,2022-07-22 13:30:54+00:00,2022-07-22 13:30:54+00:00,1.0,145.0,145.0,20736.0,99.31
abigail18@example.org,10030000ACC0315A,plelueyiqm,8dbdee7a-fb8d-4ae7-9a55-061239bd3e1e,ivybgmhvks,80a6e600-3c25-4dfa-aa07-e2c33c063b6a,ViewReport,3,2022-07-22 09:36:09+00:00,2022-07-22 14:07:59+00:00,1.0,145.0,145.0,2304.0,99.31
abigail18@example.org,10030000ACC0315A,plelueyiqm,8dbdee7a-fb8d-4ae7-9a55-061239bd3e1e,mirpeakrbj,883c9f62-d2b4-451b-99a9-2e327e8c98d5,ViewReport,1,2022-07-22 14:01:48+00:00,2022-07-22 14:01:48+00:00,1.0,145.0,145.0,20736.0,99.31
abigail18@example.org,10030000ACC0315A,plelueyiqm,8dbdee7a-fb8d-4ae7-9a55-061239bd3e1e,rgddpvaisb,158a236f-0522-49ee-acc1-5e88b57a10c2,ViewReport,1,2022-07-22 13:28:58+00:00,2022-07-22 13:28:58+00:00,1.0,145.0,145.0,20736.0,99.31
abigail18@example.org,10030000ACC0315A,plelueyiqm,8dbdee7a-fb8d-4ae7-9a55-061239bd3e1e,suuxyrfbwt,efba2b17-1b09-4a28-a9b3-d988445c7257,ViewReport,2,2022-07-22 14:00:47+00:00,2022-07-22 14:01:31+00:00,1.0,145.0,145.0,5184.0,99.31
abigail18@example.org,10030000ACC0315A,plelueyiqm,8dbdee7a-fb8d-4ae7-9a55-061239bd3e1e,wdyxbgvguw,dcf466f7-efc8-4e64-af7a-58d45ba591da,ViewReport,1,2022-07-22 09:37:39+00:00,2022-07-22 09:37:39+00:00,1.0,145.0,145.0,20736.0,99.31
abigail18@example.org,10030000ACC0315A,plelueyiqm,8dbdee7a-fb8d-4ae7-9a55-061239bd3e1e,whfnugjwui,461750cf-0c50-497b-a831-f69b18371e03,ViewReport,1,2022-07-22 13:31:19+00:00,2022-07-22 13:31:19+00:00,1.0,145.0,145.0,20736.0,99.31
abigail18@example.org,10030000ACC0315A,plelueyiqm,8dbdee7a-fb8d-4ae7-9a55-061239bd3e1e,zrvwtkxzfj,ee8997db-53c7-4653-9e55-c2ee3fa1e70a,ViewReport,1,2022-07-22 13:28:51+00:00,2022-07-22 13:28:51+00:00,1.0,145.0,145.0,20736.0,99.31
abigail18@example.org,10030000ACC0315A,plelueyiqm,8dbdee7a-fb8d-4ae7-9a55-061239bd3e1e,zxmcskoitd,dadc388f-663d-4176-9b54-df617775f1ca,ViewReport,1,2022-07-22 13:28:53+00:00,2022-07-22 13:28:53+00:00,1.0,145.0,145.0,20736.0,99.31
abigail19@example.org,10032000ED9699A7,liazsbamil,38f2ef73-9eb6-4688-9a9f-4d0064fb4596,tucukwrhyv,abf75061-87c8-4aaa-a6ca-489d6763cd79,ExportArtifact,2,2022-07-15 09:52:15+00:00,2022-07-15 09:54:17+00:00,1.0,152.0,152.0,5700.25,99.342
abigail19@example.org,10032000ED9699A7,liazsbamil,38f2ef73-9eb6-4688-9a9f-4d0064fb4596,tucukwrhyv,abf75061-87c8-4aaa-a6ca-489d6763cd79,ViewReport,3,2022-07-15 09:49:32+00:00,2022-07-15 09:54:04+00:00,1.0,152.0,152.0,2533.44,99.342
abigaildavies@example.net,10030000AC718833,ismepmlwyk,191f6a07-33b1-4147-b14a-bf5547ed81be,pkbvifksnz,9f96c5c9-a0bd-46d9-b35d-31225ad011bd,ViewReport,1,2022-09-06 09:58:52+00:00,2022-09-06 09:58:52+00:00,1.0,99.0,99.0,9604.0,98.99
abigailedwards@example.net,10030000AC718833,vzdijkehna,191f6a07-33b1-4147-b14a-bf5547ed81be,tlloitxlrh,9f96c5c9-a0bd-46d9-b35d-31225ad011bd,ViewReport,1,2022-08-09 09:14:25+00:00,2022-08-09 09:14:25+00:00,1.0,127.0,127.0,15876.0,99.213
abigailgriffin@example.net,1003200161D4CC92,mxllicexud,e9df8dc4-24c5-4e94-be52-98f05a603631,dosutgqemb,f4889c72-6241-40ea-bcda-c0df36ad34c9,ViewReport,1,2022-07-30 19:46:53+00:00,2022-07-30 19:46:53+00:00,1.0,136.0,136.0,18225.0,99.265
abigailhall@example.com,10032001E2B6021F,plelueyiqm,8dbdee7a-fb8d-4ae7-9a55-061239bd3e1e,zxmcskoitd,dadc388f-663d-4176-9b54-df617775f1ca,ViewReport,1,2022-07-22 07:54:02+00:00,2022-07-22 07:54:02+00:00,1.0,145.0,145.0,20736.0,99.31
abigailjones@example.net,1003200214A96184,puuapzuaxj,17ccc217-d26d-49b5-a6af-33c3e04bc9ea,aqpvxwwunb,99c30011-24e3-4e86-878f-5fa0c3749eb5,ViewReport,2,2022-08-31 15:24:49+00:00,2022-08-31 15:25:33+00:00,1.0,105.0,105.0,2704.0,99.048
abigailking@example.com,10037FFEA3AABC73,tseiwfiaxn,8dbdee7a-fb8d-4ae7-9a55-061239bd3e1e,btbwbfztws,80a6e600-3c25-4dfa-aa07-e2c33c063b6a,ViewReport,2,2022-08-01 13:37:17+00:00,2022-08-01 20:09:24+00:00,1.0,134.0,135.0,4489.0,99.259
abigailmoss@example.com,10032001833AB589,rgtiypnoof,191f6a07-33b1-4147-b14a-bf5547ed81be,ilxhhddfkt,7e8a4926-0eb1-4628-8a26-c018d8ed93c4,ViewReport,1,2022-08-30 08:20:17+00:00,2022-08-30 08:20:17+00:00,1.0,106.0,106.0,11025.0,99.057
abigailpage@example.net,100320003C57560B,juygpgznkv,8dbdee7a-fb8d-4ae7-9a55-061239bd3e1e,amiewznbjs,80a6e600-3c25-4dfa-aa07-e2c33c063b6a,ViewReport,3,2022-08-04 09:13:45+00:00,2022-08-04 12:53:28+00:00,1.0,132.0,132.0,1906.78,99.242
abigailwalker@example.com,10032000AC2F9770,vemoytibwt,8dbdee7a-fb8d-4ae7-9a55-061239bd3e1e,durvtexhlk,80a6e600-3c25-4dfa-aa07-e2c33c063b6a,ViewReport,2,2022-08-31 08:47:11+00:00,2022-08-31 14:00:47+00:00,1.0,105.0,105.0,2704.0,99.048
abirch@example.net,1003BFFD90F21C20,bjplwhvxix,dba82a59-c6bb-4a2b-a64d-30abd1ecfbd3,mqdppthynb,1c4c14fa-786f-4404-abb6-3573142a98a5,ViewReport,1,2022-08-03 13:25:25+00:00,2022-08-03 13:25:25+00:00,1.0,133.0,133.0,17424.0,99.248
abirch@example.net,1003BFFD90F21C20,bjplwhvxix,dba82a59-c6bb-4a2b-a64d-30abd1ecfbd3,vzhmdykvak,80347da9-02ae-43cf-9615-3232c178c6d5,ViewReport,1,2022-08-03 13:25:16+00:00,2022-08-03 13:25:16+00:00,1.0,133.0,133.0,17424.0,99.248
abirch@example.org,10030000A8505846,bizpamerhp,3292c12d-b3e6-4993-b65b-0341a9a8d9d9,ekgaiynwtp,6071b318-d4f5-4eeb-a59a-33fe8ab9a891,ViewReport,1,2022-07-18 08:38:35+00:00,2022-07-18 08:38:35+00:00,1.0,149.0,149.0,21904.0,99.329
acampbell@example.net,1003200193AB8D4C,elbalrvedx,1325714e-f133-46a9-a8ae-17fe4fec9ec4,qaobgxpnjj,086b2d9a-d3d3-4abc-bf99-16295da8277e,ExportReport,1,2022-09-07 08:52:05+00:00,2022-09-07 08:52:05+00:00,1.0,98.0,98.0,9409.0,98.98
acampbell@example.net,1003200193AB8D4C,elbalrvedx,1325714e-f133-46a9-a8ae-17fe4fec9ec4,qaobgxpnjj,086b2d9a-d3d3-4abc-bf99-16295da8277e,ViewReport,3,2022-09-07 08:50:38+00:00,2022-09-07 14:12:44+00:00,1.0,98.0,98.0,1045.44,98.98
acooper@example.net,10032000F406C4D7,ismepmlwyk,191f6a07-33b1-4147-b14a-bf5547ed81be,ifinaklxqk,7e8a4926-0eb1-4628-8a26-c018d8ed93c4,ViewReport,1,2022-09-06 08:26:33+00:00,2022-09-06 08:26:33+00:00,1.0,99.0,99.0,9604.0,98.99
acooper@example.net,10032000F406C4D7,vtfmgsrtof,c34188e4-68e2-4e45-b8b6-9eececf13ab0,vyrdnlyayt,44c6463d-fdaf-49c4-ac30-de7c55ce25aa,ViewReport,1,2022-09-06 08:27:20+00:00,2022-09-06 08:27:20+00:00,1.0,99.0,99.0,9604.0,98.99
adam03@example.net,100320008B4C0F6A,qzteamyene,a0fc5ce4-34a6-467a-a4d9-f9bff9acb97f,dwboumwbyy,d3ee010a-2e75-4cdc-b6a0-73de84b43c5f,ExportReport,1,2022-07-19 14:06:33+00:00,2022-07-19 14:06:33+00:00,1.0,148.0,148.0,21609.0,99.324
adam03@example.net,100320008B4C0F6A,qzteamyene,a0fc5ce4-34a6-467a-a4d9-f9bff9acb97f,dwboumwbyy,d3ee010a-2e75-4cdc-b6a0-73de84b43c5f,ViewReport,1,2022-07-19 14:02:23+00:00,2022-07-19 14:02:23+00:00,1.0,148.0,148.0,21609.0,99.324
adam16@example.net,100320014FB7F080,tykamzcair,8dbdee7a-fb8d-4ae7-9a55-061239bd3e1e,puxjktkofb,80a6e600-3c25-4dfa-aa07-e2c33c063b6a,ViewReport,2,2022-08-15 11:39:05+00:00,2022-08-15 11:39:06+00:00,1.0,121.0,121.0,3600.0,99.174
adam84@example.com,1003200205ECCB0F,tmpevhgjmj,7a9ad90a-bf22-428c-aaa3-349ef1b6fe0b,yfkokpxbhu,525a6a54-8666-4aed-b91d-b977f693bced,ViewReport,1,2022-08-19 10:17:45+00:00,2022-08-19 10:17:45+00:00,1.0,117.0,117.0,13456.0,99.145
adamhayes@example.org,10032001C1D41507,gaaolidoji,681acc8f-82e0-4f80-b4f1-3a3a8334fa03,mbyullzmqm,00983508-e7b0-4019-8f5b-0e6d6a1e76e8,ViewReport,2,2022-08-24 08:41:23+00:00,2022-08-24 10:45:16+00:00,1.0,112.0,112.0,3080.25,99.107
adamhayward@example.net,10037FFEAC72F1B8,utfqtqswqm,8dbdee7a-fb8d-4ae7-9a55-061239bd3e1e,wljvdxmhxy,80a6e600-3c25-4dfa-aa07-e2c33c063b6a,ExportReport,1,2022-08-22 13:46:21+00:00,2022-08-22 13:46:21+00:00,1.0,114.0,114.0,12769.0,99.123
adamhayward@example.net,10037FFEAC72F1B8,utfqtqswqm,8dbdee7a-fb8d-4ae7-9a55-061239bd3e1e,wljvdxmhxy,80a6e600-3c25-4dfa-aa07-e2c33c063b6a,ViewReport,2,2022-08-22 09:28:01+00:00,2022-08-22 09:37:12+00:00,1.0,114.0,114.0,3192.25,99.123
adamkemp@example.org,1003200214A96184,dbnwtmdwan,17ccc217-d26d-49b5-a6af-33c3e04bc9ea,sjtlpyjrkf,99c30011-24e3-4e86-878f-5fa0c3749eb5,ViewReport,2,2022-09-02 08:05:16+00:00,2022-09-02 08:24:49+00:00,1.0,103.0,103.0,2601.0,99.029
adammiller@example.net,10032000678C36BA,frmxilbhux,4c22dc06-3ee0-4b45-bc33-61916f26f956,xdkcyjzrxo,8e3ac30a-b286-4e90-b25d-f4c5bb226c65,ViewReport,2,2022-07-11 18:07:49+00:00,2022-07-11 22:18:55+00:00,1.0,155.0,156.0,6006.25,99.359
adamrobinson@example.net,10032000F406C4D7,ojxdgjrhuo,191f6a07-33b1-4147-b14a-bf5547ed81be,vljmzjmpsv,187511ca-0331-4e9a-b1cb-ee6b8511d864,ViewReport,1,2022-07-19 10:49:54+00:00,2022-07-19 10:49:54+00:00,1.0,148.0,148.0,21609.0,99.324
adamsleslie@example.net,1003200156216DB0,ipvqybphif,5b1a711d-f755-4e11-866d-9ea40da07a14,xuqfsemxwc,af5de8bc-c91e-443a-8205-9ec23b50089b,ViewReport,3,2022-07-08 13:45:35+00:00,2022-07-08 23:29:24+00:00,1.0,158.0,159.0,2773.78,99.371
adamsshannon@example.com,10032000AC2F9770,eqgjofzbvo,8dbdee7a-fb8d-4ae7-9a55-061239bd3e1e,nzocpatxsn,80a6e600-3c25-4dfa-aa07-e2c33c063b6a,ViewReport,6,2022-09-01 08:06:38+00:00,2022-09-01 16:15:32+00:00,1.0,104.0,104.0,294.69,99.038
adamsshannon@example.com,10032000AC2F9770,mcgkhugglm,4721e86e-0134-4af4-96fb-1d35c96ef1ed,topiaalqvj,e8389680-dfeb-4508-9542-2ad45564fbd7,ViewReport,1,2022-09-01 15:26:06+00:00,2022-09-01 15:26:06+00:00,1.0,104.0,104.0,10609.0,99.038
adixon@example.org,10030000ACC0315A,bnmnpfjhio,8dbdee7a-fb8d-4ae7-9a55-061239bd3e1e,ryhrdellrx,c8780f9b-9030-42ad-b869-5b1af9fa51b1,ViewReport,1,2022-07-25 09:18:12+00:00,2022-07-25 09:18:12+00:00,1.0,142.0,142.0,19881.0,99.296
adixon@example.org,10030000ACC0315A,bnmnpfjhio,8dbdee7a-fb8d-4ae7-9a55-061239bd3e1e,srjgdxudwv,80a6e600-3c25-4dfa-aa07-e2c33c063b6a,ViewReport,2,2022-07-25 09:21:31+00:00,2022-07-25 10:48:22+00:00,1.0,142.0,142.0,4970.25,99.296
adobson@example.net,10033FFFA27D9B97,bnmnpfjhio,8dbdee7a-fb8d-4ae7-9a55-061239bd3e1e,srjgdxudwv,80a6e600-3c25-4dfa-aa07-e2c33c063b6a,ViewReport,1,2022-07-25 09:07:43+00:00,2022-07-25 09:07:43+00:00,1.0,142.0,142.0,19881.0,99.296
adrian87@example.com,10037FFEA95AD06A,vemoytibwt,8dbdee7a-fb8d-4ae7-9a55-061239bd3e1e,durvtexhlk,80a6e600-3c25-4dfa-aa07-e2c33c063b6a,ViewReport,1,2022-08-31 08:36:34+00:00,2022-08-31 08:36:34+00:00,1.0,105.0,105.0,10816.0,99.048
adrian87@example.com,10037FFEA95AD06A,vemoytibwt,8dbdee7a-fb8d-4ae7-9a55-061239bd3e1e,zpbfnsyrxx,521f9fe6-7b69-4cf8-8fca-5e9da93d83e7,ViewReport,2,2022-08-31 08:37:17+00:00,2022-08-31 08:38:42+00:00,1.0,105.0,105.0,2704.0,99.048
adrianbutler@example.com,10037FFE9BAAAA06,zwqawzndvi,4c22dc06-3ee0-4b45-bc33-61916f26f956,ljbcveycoh,d9c56706-deca-4f33-a763-3a23fbbe48cd,ViewReport,1,2022-07-28 07:00:56+00:00,2022-07-28 07:00:56+00:00,1.0,139.0,139.0,19044.0,99.281
aduncan@example.org,100300009BED9267,ujoagfraty,8dbdee7a-fb8d-4ae7-9a55-061239bd3e1e,hbituaadci,80a6e600-3c25-4dfa-aa07-e2c33c063b6a,ViewReport,2,2022-07-10 19:04:12+00:00,2022-07-10 19:04:50+00:00,1.0,157.0,157.0,6084.0,99.363
aedwards@example.com,100300008CDABE1D,lvvauvtuau,3292c12d-b3e6-4993-b65b-0341a9a8d9d9,prtqzlkovg,1a9365aa-627a-4461-b838-c1cea844616f,ViewReport,2,2022-08-05 09:22:06+00:00,2022-08-05 09:22:07+00:00,1.0,131.0,131.0,4225.0,99.237
aevans@example.com,100320014666954B,kfktzjtcmw,ac891577-3d93-49cc-845e-376e7792dca1,qhmvcktkou,aa939ba9-d102-4dcd-8c02-54cb421dc81d,ViewReport,2,2022-08-09 02:57:04+00:00,2022-08-09 09:22:52+00:00,1.0,127.0,127.0,3969.0,99.213
aevans@example.com,10032001614AC867,mgkzqjojjo,1325714e-f133-46a9-a8ae-17fe4fec9ec4,salnlqogvf,086b2d9a-d3d3-4abc-bf99-16295da8277e,ViewReport,1,2022-07-18 13:02:40+00:00,2022-07-18 13:02:40+00:00,1.0,149.0,149.0,21904.0,99.329
